doc_id,hotel_name,reviewer_score,text_excerpt
2576,Hilton London Bankside,8.8,Room was very quiet Check in staff tried to up sell us a couple of times
2577,The Tower A Guoman Hotel,9.6,great location and very nice staff room was a little dated but very clean
2578,Duquesa de Cardona,9.2,We love the location and the roof top bar Find it difficult to go out in the evening when so much to look at What is there not to like
2579,Hilton London Metropole,5.4,It was clean Thermostat needs turned up ran a bath after a long day in London and it was dissapointing requested a southern view but didn t receive even after check in staff told me I did have breakfast was lukewarm s...
2580,H tel Bourgogne Montana by MH,7.9,Excellent location beautiful historic building next to the canal Room were very clean with good quiality linen Modern well appointed room and bathroom Nespresso machine Stunning reception area Would have loved to rate...
2581,Duquesa de Cardona,9.6,Staff is very helpful
2582,Copthorne Tara Hotel London Kensington,7.5,Use of card in lift Unsure how to use etc
2583,DoubleTree by Hilton London Hyde Park,8.3,Cookies
2584,H tel Diva Opera,7.9,False advertising breakfast not included within price
2585,Relais Christine,3.3,Location Breakfast just ok
2586,Shepherd s Bush Boutique Hotel,8.3,It s a bargain to stay here Try to compare prices between here and their actual website they will match your rate if you find a better deal Staffs are very friendly and services have been good Room is very modern I li...
2587,Catalonia Barcelona Plaza,3.3,Everything
2588,Millennium Gloucester Hotel London,9.6,Pleasant clean rooms friendly staff
2589,pentahotel Vienna,5.8,Interior design is nice Standard and facilities are poor
2590,K K Hotel Maria Theresia,10.0,The comfort of the hotel friendliness of staff and the ideal location
2591,The Savoy,10.0,The staff could not have been more welcoming
2592,Catalonia Eixample 1864,8.8,Nosy if your room window is on the street
2593,Ayre Hotel Rosell n,10.0,Excellent views of the Sagrada Familia from our room
2594,Mercure Paris Montmartre Sacr Coeur,4.6,The location was convenient The air con wasn t working which made the room very stuffy No face towels shampoo or conditioners were given and we were only given flimsy paper cups
2595,The Premier Notting Hill,8.3,Excellent location and good value for money Rooms are small but functional Air con provided essential
2596,Mercure Paris Terminus Nord,8.8,Central location Comfy beds Room facillities Some of the decor could do with a lick of paint
2597,The Grosvenor,10.0,Very good breakfast very comfortable bed and helpful staff would stay again I thought that the deluxe room was a little small
2598,St James Court A Taj Hotel London,10.0,From the moment we stepped through the door the staff couldn t have been more friendly and helpful The room was lovely overlooking the courtyard Will definitely be staying here again on our next visit to London
2599,Doubletree By Hilton London Greenwich,7.9,Hot chocolate brought to door Check in welcome
2600,Park Plaza London Waterloo,8.3,The fact that the barman tried to add more drinks that we hadn t had to the bill
2601,Millennium Hotel London Knightsbridge,9.6,Breakfast is very nice and they have best coffee I have ever seen Location Stuff Room service Kind people Every things is ok except the A C it is only warm
2602,Kingsway Hall Hotel,10.0,Very convenient location for every thing
2603,Britannia International Hotel Canary Wharf,10.0,Great location very easy to get to would be great to use for O2 concerts
2604,H tel des Champs Elys es,10.0,The staff were very helpful and friendly Very clean and comfortable hotel Good location
2605,Grange Fitzrovia Hotel,7.9,Location very good Staff very pleasant Very clean
2606,Best Western Mornington Hotel Hyde Park,8.3,It was clean enough and in a good location The breakfast crew were fantastic Very friendly and a nice way to start the day Step up then down into the bathroom I fell and hurt myself on our first night I thought I was ...
2607,Royal Garden Champs Elysees,7.1,The bed was very comfortable had a great night sleep The breakfast was nice The staff were very helpful The towels were terrible very dirty and smelly
2608,Park Grand Paddington Court,7.1,The hotel was nice enough and in a good location There was a mix up when it came to checking us in to our room so the process took over an hour It was eventually dealt with but at no point were we offered much of an a...
2609,Hotel du Collectionneur Arc de Triomphe,9.2,Beds were small
2610,Mercure London Paddington Hotel,8.3,Location is great very convenient Quite small double bed for 2 persons
2611,NH Collection Milano President,5.8,The room is modern and nice The construction work in the street they closed the main street entrance so the taxi or the car cannot drop you off in the main entrance
2612,Apex Temple Court Hotel,10.0,Everyone was so friendly and the food was amazing
2613,Hotel Da Vinci,7.1,big bedroom and big bed lots of free parking god breakfast We ate in the hotel restaurant 3 nights as no alternative nearby and the buffet is good little or no food available from the bar the hotel is not in a good ar...
2614,Arbor Hyde Park,7.9,Great location No proper bar area
2615,DoubleTree by Hilton Hotel London Tower of London,8.3,Location of the hotel is perfect Near the DLR and Underground station but not on the noisy side of the street The room was quite big and clean Nice bathroom Each day you get one complimentary bottle of water per perso...
2616,Grand Hotel Downtown,3.8,Room was not cleaned on the second day of our stay I contacted reception twice before fresh towels and toiletries were delivered but used towels were left in bathroom and bins were not emptied
2617,Park Grand London Kensington,10.0,Staff were courteous and friendly they would go out of there way to help Excellent location very close to the tube station Quite location with well presented rooms
2618,Millennium Copthorne Hotels at Chelsea Football Club,7.9,Standard fayre lean enough and comfortable enough good location have used before and will use again Scrambled egg was v poor for an 18 breakfast
2619,DoubleTree by Hilton London Westminster,10.0,The room was very comfortable and the breakfast amazing The staff were very friendly and efficient Didn t like the outlook from the room
2620,Golden Tulip Amsterdam Riverside,10.0,The bedroom was beautiful with a giant bed Would definitely stay again Great location and friendly staff
2621,Austria Trend Hotel Savoyen Vienna,9.2,A big and clean room Coffee and tea making facilities in the room Good breakfast Good location Belvedere park is just round the corner Rennweg train station train from to the arport is 350 mins away Sauna facilities o...
2622,Starhotels Ritz,8.3,The room and Bathrooms are very clean and very well maintained The staff was very helpful over our 3 nights stay The location is very convenient of the high street quite yet close and a 10 minute walk from the shoppin...
2623,Crowne Plaza London Battersea,8.3,Soft and comfortable big bed The spa
2624,Hotel Barcelona Universal,10.0,Location friendly helpful staff pool area good clean rooms lovely breakfast Cocktails a little expensive compared to local bars
2625,Britannia International Hotel Canary Wharf,5.8,Location is good for East London Linen on beds very nice The hotel is in need of redecoration Carpets in corridors are wron Waste bin in hotel room was un emptied
2626,Radisson Blu Edwardian Hampshire,7.9,comfy bed Breakfast could have been better
2627,Catalonia Atenas,10.0,The spa was amazing and the staff were very friendly and helpful Loved it The beds were not very comfortable Hard mattessss
2628,citizenM London Bankside,8.3,The hotel is in a great location just behind the Tate Modern and is within walking distance of lots of London attractions The room is soundproofed so there is no noise from other rooms The bed is very comfy The overal...
2629,The Laslett,7.5,Location and nice room Portobello Road not far Fo9r 152 a night disappointed not to be able to make a coffee in the morning had to pay for one by calling room service Mini bar was incredibly expensive
2630,Onix Liceo,10.0,Location was amazing
2631,Hotel Berna,10.0,Very friendly and helpful staff and excellent location Very hot in the room
2632,Catalonia Ramblas 4 Sup,8.8,Staff very welcoming great location at the top of the ramblas
2633,Hotel Am Konzerthaus Vienna MGallery by Sofitel,6.7,I did not like the pillows
2634,Catalonia Atenas,8.3,Pool could have been heated warmer
2635,art otel Amsterdam,10.0,Perfect hotel loved everything about it
2636,Grand Royale London Hyde Park,6.3,clean Hotel and very closed to the Hyde Park and the shops walking distance to two metro stations Staff are very nice and keen to help very small rooms some rooms have no windows and some have windows but NO VIEW ther...
2637,The Cumberland A Guoman Hotel,8.3,Staff were cooperative and they did the check in and out very quickly in professional way Some renovation and reconstruction work is going on in the Hotel while we are staying which disturbing us so much
2638,Radisson Blu Edwardian Berkshire,5.8,Location very convenient and staff tried their utmost to assist with problems Room was very cold when entering and staff provided with an additional heater as the some panel of the double glazing had been removed Lack...
2639,Hilton London Wembley,10.0,The staff were very friendly and welcoming to me and my boyfriend as soon as we got there It was also a very comfortable stay nothin Nothing at all
2640,Kingsway Hall Hotel,10.0,Best hotel in london The weather was cold
2641,Bianca Maria Palace Hotel,9.2,Bianca Maria a Comfortable pleasant and warm little Palace in Milan
2642,The Park Grand London Paddington,7.5,The room on the basment floor is very noisy
2643,DoubleTree by Hilton London Docklands Riverside,9.2,Freindly and relaxing Relaxing and food and the bar area
2644,Catalonia Atenas,8.8,Excellent staff and convenient location Spar is nice and with good service Room is spacious and the bed is pretty comfortable Breakfast has a rich variety Soundproof is rather poor We could hear the people talking on ...
2645,Park Grand London Kensington,8.8,Very nice and modern bedrooms
2646,Bermondsey Square Hotel A Bespoke Hotel,7.9,Our room was very comfortable with a wonderful view of the shard Excellent location Smelly drain smell in the bathroom although we could shut the door
2647,Hotel Casa Bonay,9.2,Great breakfast very healthy Coffee at Satan s the best Just a small chair extra in the room would be great nicer to sit together that way
2648,The Bailey s Hotel London,8.3,Location location location Paying for wifi
2649,Glam Milano,10.0,Everything was fine lot of choice for breakfast no fish but everything else one could wish for even ginseng coffee customs orders possible from the kitchen very friendly restaurant staff as well coffee tea facilities ...
2650,Club Quarters Hotel Lincoln s Inn Fields,10.0,Amazing staff and great facilities
2651,London Marriott Hotel Regents Park,4.6,Location Is good for Primrose Hill and Regents Park The hotel is a construction site noisy constant drilling and the management don t care Simply put don t stay here
2652,Hotel degli Arcimboldi,8.8,Location is fairly good close to subway 300 metres it takes about 25 minutes from the hotel door to the city center Clean new furniture Excellent value for money Good breakfast Friendly staff Would recommend the hotel...
2653,Room Mate Aitana,8.8,Rooms were lovely and spacious with very comfortable beds Staff were very helpful and the wifi box you can have to take around the city is an excellent idea
2654,Holiday Inn Paris Gare de l Est,3.8,breakfast was ok but not much variety airconditioning really poor in my room receptionist dint bother to fix
2655,Radisson Blu Edwardian Vanderbilt,7.9,Great breakfast service and buffet Uncomfortable bed very hard Noise from corridor leaked into room due to gap in the door jam
2656,Britannia International Hotel Canary Wharf,5.0,Good location if in canary wharf Entire hotel needs a facelift very dated Service was not consistent Guests had to pay to use gym facilities Not sure why this has 4 stars
2657,Best Western Plus Seraphine Hammersmith Hotel,5.0,Breakfast not very good Furthermore we booked one room with twin bed and one room with two single beds However only rather small twinbeds avaiable hence we had to book a very expensive extra room for two nights The fr...
2658,Rosa Grand Milano Starhotels Collezione,4.2,Reception guy at check in was very mean and manipulating Not friendly neither straightforward Decorating ugly dull and old Zero Wifi Location
2659,Newhotel Roblin,4.2,I did like a lift and loby of the hotel I didnt like a lot First of all staff was absolutely terrible No smile at all when i have asked a guy at the reception for anything they were rude and didnt help us at all Room ...
2660,W London Leicester Square,6.3,Coffee machine and capsus should be provided
2661,DoubleTree by Hilton Amsterdam Centraal Station,9.6,Great hotel excellent breakfast plenty to choose from Room top quality and sky lounge extra bonus
2662,Hotel Michelangelo,10.0,Excellent location The staff was very kind and has helped us to solve the problems we had with Bristish Airways
2663,Barcelona Princess,4.6,Pools were dirty location to beach poor Sea view over is miss leading Sea view in picture does include the mass of concreat you will see before you get your sea view
2664,St George s Hotel Wembley,8.8,Rooms clean and spacious Bed comfortable Breakfast very good Bath towels too small No mini bar facility only two bottles of water and no nibbles or snacks Only UHT milk supplied with tea coffee and no biscuits Double ...
2665,Shaftesbury Premier London Paddington,8.3,The price Rooms are small
2666,Mayflower Hotel Apartments,3.3,A lot of noise The door was creaking all the time Small room and breakfast does not have many options
2667,Millennium Gloucester Hotel London,7.5,a bit a crowded hotel
2668,Hotel Capricorno,10.0,Great stay location was excellent staff friendly and helpful very nice quality Thanks Small rooms but it s not an issue because come for enjoying seeing the city
2669,Henry VIII,8.8,The location was great for tube station a deal for sight seeing Breakfast was lovely plenty choice Had a balcony in our room with a lovely view The hotel itself was a little noisy think we were located below a generator
2670,LaGare Hotel Milano Centrale MGallery by Sofitel,8.3,Friendly staff 30 euro per day extra charge for the parking garage
2671,Ilunion Almirante,4.6,Location was the only convenient thing The rooms were awfully designed extremely clostrophopic dark and simply ugly The wifi is crazy slow
2672,K K Hotel George,6.7,The room was spacious and the beds comfortable Breakfast was average and the staff seemed a bit grumpy and not particularly helpful
2673,Thistle Holborn The Kingsley,9.6,We tried the Thistle for the first time having stayed at various hotels in the centre for weekend theatre breaks previously We certainly would love to come back there again and also recommend it to our friends
2674,Sofitel Vienna Stephansdom,5.4,the architecture jean nouvel has done a magnificant job they took 5 euros to bring up a bucket of ice usuly i tip 3 10 euro but to take it as a mandatory
2675,Aloft London Excel,10.0,Everything
2676,The Rembrandt,5.4,It was just OK Couldn t get a sandwich after 11 except room service
2677,W12 Rooms,8.8,very modern excellent room facilities friendly team room a bit stuffy but aircon was available
2678,Blakemore Hyde Park,8.3,We booked a double room but the bed was a super king size This made our stay much more comfortable The room was very clean and had everything needed for a pleasant stay Full English breakfast could have been included ...
2679,Holiday Inn London Camden Lock,9.2,Right in the heart of Locks with everything on your door step We had to leave
2680,Doubletree by Hilton London Kensington,7.5,As we only stayed 1 night there is not a great deal to say except that we loved the size of the room and bed Everything was spotlessly clean and all staff were very pleasant Would definitely stay again if we have to g...
2681,Montcalm Royal London House City of London,10.0,Amazing staff and facilities
2682,Club Quarters Hotel St Paul s,7.1,Great central location clean and tidy hotel and room with free wifi Good ground level lounge with hot drinks Lack of consistency with cleaners Suited didn t have doors between roooms bit more basic hotel than I expect...
2683,Small Luxury Hotel Altstadt Vienna,9.2,Breakfast staff and quiet location
2684,Radisson Blu Edwardian New Providence Wharf,8.8,The kindness of all the staff the hall and in general the common space the furniture of the room is a little sad it is not useful not to have the the wardrobe in the room
2685,ARCOTEL Kaiserwasser Superior,9.2,The breakfast was amazing Facilities is really nice sauna gym rooms for Wii games and a chance to go on a rooftop almost to enjoy the view Recommend for travelers with a car
2686,Britannia International Hotel Canary Wharf,4.2,The fact that the staff lied about my room I booked a double bed for my other half and me got two single mattresses pushed together which done my back in Worst night sleep
2687,Holiday Inn London Wembley,7.1,Staff were very helpful such as Yogi and Magertti well mannered and polite Cleaner swimming area and changing rooms
2688,Batty Langley s,9.6,We didn t book breakfast
2689,Staybridge Suites London Stratford,8.8,New breakfast buffet Large area to eat in Easily accessible from Stratford with good transport links Speedy check in process No complaints
2690,Bloomsbury Palace Hotel,5.8,Location bathroom and that there were coffee tea making facilities TV not very clean bed uncomfortable very noisy but that can t really be helped with noise from outside
2691,Mercure Barcelona Condor,9.6,good location clean room very good breakfast friendly staff
2692,Britannia International Hotel Canary Wharf,3.3,Wifi free
2693,DoubleTree by Hilton London Victoria,8.3,Location My request for late checkout was not well handled
2694,One Aldwych,8.3,Gorgeous sink in pillows on the bed Door staff always friendly and welcoming Steam room super hot which was wonderful Noisy kids in pool meant I didn t go in but it was Easter so to be expected I guess
2695,Best Western Premier Louvre Saint Honor ,6.3,location right by Louvre tiny hotel tiny elevator photos available on the internet exaggerate
2696,Sunotel Central,3.8,The quietness Very low standards Old and faded for me personally was looking like a hostel Breakfast very poor and the food was the same every day Really disappointed with the standards for the price I paid Never back...
2697,Hilton London Metropole,9.6,Friendly check in Staff Daniel was superb
2698,WestCord Fashion Hotel Amsterdam,9.2,Quality of food in bar was very good Very comfortable room Level of staffing in bar could have been better Waiter was trying very hard to attend to everyone
2699,Hotel Indigo London Paddington,6.3,room decoration was so fastastic some reception were not friendly and unhelpful
2700,Olivia Balmes Hotel,9.2,Cooperative staff Great location Good enough breakfast
2701,Thistle Holborn The Kingsley,7.9,Very central Helpful and pleasant staff Room was quite stuffy and aircon didn t work A mini bar fridge in the room would be good to keep drinks cold
2702,The Hoxton Shoreditch,10.0,Interesting hotel ultra modern vibrant fun
2703,Courthouse Hotel London,8.8,We loved the Soho Sky Terrace bar We had a snack and drink Great service warm welcome Helpful staff on entering hotel We used the pool and sauna that was lovely and quiet Room is basic Paid 406 for two nights Sky TV w...
2704,Baglioni Hotel Carlton The Leading Hotels of the World,9.6,Really old school hotel which is extremely well maintained and service excellent Garden next to road so a little noisy
2705,Mercure Paris Terminus Nord,9.6,Staff very helpful and assisted room change Lifts difficult to locate on upper floors
2706,Vice Versa,8.3,Comfortable bed All things convenient
2707,Ashburn Hotel,6.3,The location is great and the staff are friendly and helpful The prices in the bar are very good value Unfortunately though the hotel did not live up to expectations in other ways We stayed in room 406 We had the foll...
2708,The Levante Parliament A Design Hotel,9.6,Special thanks to Sascha Great help and really really nice Thanks again
2709,The Kings Head Hotel,10.0,Very clean and tidy hotel Extremely welcoming on arrival by members of staff within the reception team that wished me and my partner a happy anniversary Luxurious rooms throughout air conditioned with 40 inch TVs and ...
2710,Novotel London West,9.6,Staff were amazing very helpful and always smiling excellent customer service Bed was Comfy room was huge and very clean The carpets was clean but think it could do with a change as lots of marks stains
2711,Saint James Albany Paris Hotel Spa,8.8,Location Free water was not easy to notice
2712,Grupotel Gran Via 678,8.8,Extremely friendly and helpful staff
2713,Mercure Amsterdam Sloterdijk Station,7.5,We enjoyed the shower and the pillow menu as well being close to the station for ease of travel into central Amsterdam It was a nice and modern hotel with electric buttons to press for clean up or do not disturb as we...
2714,The Park Tower Knightsbridge a Luxury Collection Hotel,10.0,An amazing hotel The views were breath taking
2715,WestCord Art Hotel Amsterdam 4 stars,8.8,Room was nicely set up
2716,Park Plaza Westminster Bridge London,5.8,The lack of communication Been over charged
2717,Mercure Paris 19 Philharmonie La Villette,7.1,I didn t like there wasn t a pantry to purchase water from however its a nice hotel The elevator is secure requiring a key card to select a floor
2718,Park Grand Paddington Court,9.2,Friendly and polite stuff very nice room The hotel is amazing and very clean Paddington is a very nice area and the hotel is very close to grocery shops supermarkets restaurants the Paddington station and the undergro...
2719,Duquesa de Cardona,10.0,The location is great at Passeig Colom next to Port Vell and Las Ramblas just 5 minutes away The view from the 6th floor terrace is breathtaking The staff were execptional in their service and most frientdly Breakfast...
2720,The Langham London,10.0,Very good customer service No delays no issues at all Provided a congratulatory cake at the time Excellent service overall very impressed from the chauffeur to the room service No faults at all Very enjoyable stay
2721,Hotel Casa Fuster G L Monumento,10.0,Beautiful hotel great location extremely helpful friendly staff Fantastic attention to detail Can t find a fault
2722,Pulitzer Amsterdam,10.0,The Bar had a great vibe the interior design throughout the Hotel was very good I would have preferred a room with a view
2723,Hotel Berna,8.3,Located close to Milano Centrale train station excellent breakfast Felt somewhat cramped
2724,Radisson Blu Style Hotel Vienna,8.3,Location No A C
2725,Doubletree By Hilton London Greenwich,9.6,Fantastic converted period building in quiet leafy Greenwich Very close to the hustle and bustle of Deptford and all the maritime history and cultural activities in Greenwich Very close to public transport Parking was...
2726,Taj 51 Buckingham Gate Suites and Residences,10.0,The staff were exceptional
2727,Eurostars Grand Marina Hotel GL,10.0,Everything was good
2728,Sercotel Amister Art Hotel Barcelona,8.8,Great breakfast friendly staff and nice idea having all the artwork throughout Although not great inconvenience there is no public bar in winter months December for our stay and only the roof top terrace bar open in s...
2729,St James Court A Taj Hotel London,9.2,Staff were very polite and helpful Restaurant very nice General d cor carpets in the room corridor areas have seen better days and made the place look a little tired
2730,The Leonard Hotel,10.0,Friendly staff Late check in
2731,Hotel V Nesplein,10.0,Beds were super comfy the shampoo soap etc smelt and were incredible and the Nespresso machine was an excellent inclusion Additionally their Door 74 secret bar was amazing Also at the end of our stay I proposed to my ...
2732,Cram,9.6,Excellent comfy bed Ideal location
2733,Idol Hotel,10.0,The bed was so cozy We didn t leave the hotel all day and the TV options were great too
2734,Park Grand London Hyde Park,7.9,Comfy air conditioned room for one Appreciated the biscuits left with tea making facilities Good shower Very comfortable bed Suitcase rack was useful Everything was good
2735,Park Plaza County Hall London,6.7,Food The suite Aggressiveness of European staff
2736,DoubleTree by Hilton Hotel London Tower of London,10.0,perfect location excellent staff we definitly will stay here next time when we will visit London
2737,St George s Hotel Wembley,9.6,Excellent facilites all mod cons even a TV in the bath and warm friendly welcome from the staff Minor point but coffee at breakfast time was terrible That s about the only fault I could find with the place so overall ...
2738,Park Plaza London Waterloo,7.1,Quiet and roomy TV didn t work
2739,Novotel Paris Vaugirard Montparnasse,9.2,Close to metro friendly staff good restaurant facilities for kids football kicker Some noise from room on floor above
2740,Hotel Spa Villa Olimpica Suites,5.0,Clean hotel No tea coffee making facilities in the room fair walk from public transport so taxi necessary most of the time
2741,Royal Passeig de Gracia,10.0,Service was excellent breakfast was great and location is the best May be early check in would have been better but overall everything was perfect
2742,Hilton London Wembley,10.0,The whole was clean warm and welcoming
2743,Hotel Erzherzog Rainer,10.0,Brings you back to early 20th century overflowing with charming details original prints uber helpful staff satisfyingly heavy keys It s like staying in a miniature downtown version of the Grand Budapest Hotel So calle...
2744,The Grosvenor,7.5,It was very handy for our evening function The access to the station was good The configuration of the hotel was complicated and we seemed to walk along way up and down stairs with our bag Needs better explanation Bre...
2745,Hilton London Euston,10.0,The cushions were great
2746,Hotel Op ra Richepanse,9.6,Super friendly staff great hotel wirh a wonderful food breakfast even brought to your room and finally perfect location with 10 min walk from Louvre Nothing really
2747,Amba Hotel Marble Arch,9.6,Breakfast at club room was very convenient Long walk from elevators to reach room Little waiting time at elevators three out of four were operational
2748,Karma Sanctum Soho Hotel,9.6,The beds are best also a big bathroom The room was good not to small but the wonderful beds are my favorite A little bit to many yourng people partiing at the hotel
2749,Holiday Inn London Mayfair,5.8,The location is exlenent the hotel is in the heart of the West End one of London s most fashionable destination and only 5min away from Piccadilly Circus Room furniture is very old Cleanliness not very good There was ...
2750,NH Carlton Amsterdam,7.1,great location at the very center facility is old service is very very slow you can wait 30mins at reception
2751,Etoile Saint Ferdinand,9.2,Helpful staff and the cheese and wine sampling in the evening was a great touch Breakfast was a little expensive at 14 for a buffet
2752,Crowne Plaza London Docklands,10.0,Everything about the property was lovely from the staff to the bedroom not forgetting the location Being my wife s birthday we had a lovely suprise in the bedroom and our room was also upgraded I would like to thank C...
2753,The Harmonie Vienna,7.9,Nice Breakfast Comfortable Bed Parking Is Not Easy
2754,Crowne Plaza London Kings Cross,9.2,The room was immaculate The cleaners obviously take their work very seriously which is nice The breakfast was nice but I did have a slight stomach upset afterwards Nothing too bad though
2755,H tel Duo,10.0,The location is terrific staff all super friendly and helpful all fluent in English with clean modern rooms Prior reviews cited slow wifi but we did not find that to be the case
2756,DoubleTree by Hilton London Docklands Riverside,10.0,Great choice of breakfast great location easy access to Thames Clippers for a speedy ride into the centre of London
2757,Thistle Kensington Gardens,8.3,The location was great right next to Hyde park and the tour hop on hop off buses were round the front of the hotel so that was excellent The huge bed however was too hard and could do with a topper The breakfast choic...
2758,Bloomsbury Palace Hotel,8.3,Location 10 mins from train to the airport Busy street traffic in front of your room
2759,Grand Royale London Hyde Park,9.2,The service was excellent and staff very professional and very accommodating when we had to move hotels because of a burst boiler I did not like being at the front of the hotel We stayed for a few days at the back of ...
2760,Grange Rochester Hotel,10.0,Quaint fabulous food convenient location good price
2761,HCC St Moritz,8.8,The location was excellent and very easy to find from our train stop The staff were a little miserable Maybe they didn t like working at Easter
2762,Caesar Hotel,8.8,The spanisch breakfast was excellent Jamon tostato y tomate fruits Espresso The personal is very friendly
2763,Park Grand Paddington Court,8.3,Room was comfortable Multiple types of plugs were available European British and American which was convenient Hairdryer shampoo and soaps all provided Room was quite small but we didn t spend much time there Breakfas...
2764,The College Hotel,9.2,The staff was very friendly
2765,Hotel Da Vinci,9.6,Clean nice rooms a lot of choice at the breakfast The breakfast was all the time too crowdy for the little space people need to wait others leave the table to find a place to have your breakfast
2766,Best Western Seraphine Kensington Olympia,5.0,1st room tv didn t work second room tv wasn t much better but the damp and the smell was awful avoid at all costs reception wasn t too bothered either
2767,Doubletree by Hilton London Kensington,3.3,Location Old hotel rude staff old room bad house keeping
2768,Park Avenue Baker Street,7.1,The location is good We lived in the ground floor I donot like it
2769,Amarante Champs Elys es,10.0,The location of the hotel is amazing the staff was very friendly and the room was spacious and clean A great choice
2770,Shepherd s Bush Boutique Hotel,7.1,Nice small hotel a bit far from the center but close to the Central Tube line Bed was comfortable and the breakfast was OK The rooms are so small that you can barely move inside The ventilation in the bathroom was not...
2771,Mercure London Kensington Hotel,7.5,breakfast little room
2772,DoubleTree by Hilton London West End,10.0,Everything was superb The warm cookie on arrival was an added bonus A lovely gesture
2773,Catalonia Ramblas 4 Sup,6.7,We did not take breakfast due to the exorbitant amount the hotel were charging
2774,The Chamberlain,10.0,Location quality of bedrooms Bar area on ground floor
2775,Hampton by Hilton Amsterdam Centre East,9.6,There is no good food in the restaurant
2776,Banks Mansion All Inclusive Hotel,9.2,Perfect breakfast High price
2777,Hotel Casa Fuster G L Monumento,7.1,Location and the Holet itself was weary good Pool was really small breakfast not so good and definitely not worth 30 per person
2778,The Langham London,10.0,the worm welcome the club the short stay
2779,Andaz London Liverpool Street,6.7,Good breakfast nice bar nice large room Thrown out of bar with locals hotel bar doesn t have as good a selection of drinks A bit sparse not such a homely feeling Sausages a little anemic and under cooked Very expensiv...
2780,Hyatt Regency Paris Etoile,7.1,The staff were very friendly and helpful breakfast was delicious and convenient and location is great if you don t mind not being in the centre of Paris Great sunset view from the top level bar although very expensive...
2781,Hotel Daniel Vienna,7.5,Tolles ideenreiches Hotel
2782,Strand Palace Hotel,10.0,Very convenient refurbished good value Nil
2783,Threadneedles Autograph Collection,6.3,Location and it s a beautiful building Breakfast is extremely poor no atmosphere in the hotel at all
2784,Best Western Premier Hotel Couture,8.8,Nice hotel clean near the tram so it s easy to reach the Centr
2785,Holiday Inn London Wembley,7.5,The layout of the room and comfortable bed The step to enter the shower
2786,Goodenough Club,8.8,Perfect location first class presentation polite front desk staff I expect to stay again now I no longer live in London
2787,Hotel Indigo London Paddington,9.6,Staff courtesy and efficiency Room decor perfe tly
2788,The Royal Horseguards,6.7,Reception area and bar were beautiful bar staff very friendly and helpful Doorman also very pleasant Room and bathroom were good shower was lovely Breakfast was nice Our window looked into what felt like a lift shaft ...
2789,The Queens Gate Hotel,5.0,It was close to the royal albert hall Curtains were dusty bed and bath linen very poor quality bed was uncomfortable and gave me back ache Tea and coffee was a bit lack lustre How do you expect a person to make a dece...
2790,Grand Ferdinand Vienna Your Hotel In The City Center,6.7,Bed is very comfortable Location is fine Toilet is separte room probably designer has expecting very fetid visitors that is why it s separate room Room is very good for lilliputians and exhibitionists as room is too s...
2791,The Premier Notting Hill,6.3,Location is good 2 underground stations within 5 minutes walk Several places to eat and grocery stores nearby Hotel is nice Bed was good blankets really warm Staff was very helpful Our room was located next to store r...
2792,Aparthotel Atenea Barcelona,8.8,Too much noise from the Harley Davidson motor shop right underneath
2793,Hotel Grums Barcelona,9.2,Lovely place an lovely cafe next door
2794,Acad mie H tel Saint Germain,9.6,Friendly staff helped out with everything including booking restaurant on first night taxis and airport transfers Really convenient location close to everything we wanted to see and do We booked again for the next tim...
2795,DoubleTree by Hilton London Hyde Park,7.1,Cleanliness modern rooms competetive price Although bed was a king the room and bathroom was very small
2796,Petit Palace Boqueria Garden,6.7,Price and hotel shuttle van could not drive up to the door We had to carry our luggage through the narrow road on cobble stone
2797,Park Grand Paddington Court,9.6,The cleanliness of the rooms and the hotel in general Also the staff were very friendly and helpful The breakfast was very good but compared to many other top 4 star hotels the selection for the breakfast buffet was l...
2798,Best Western Allegro Nation,5.0,My room smelled like cigarettes I had to sleep with the window open and then I got a cold I could hear people walking around upstairs from 1pm until 2am Honestly I think someone was just walking around back and forth ...
2799,Novotel London Blackfriars,8.8,It was absolutely amazing the staff where great and we even got upgraded it was great definitely recommend it the chicken curry was undercooked but they brought a fresh one
2800,The Tower A Guoman Hotel,10.0,I liked everything about the hotel Lovely rooms comfy bed friendly staff I can t fault it at all There was nothing I didn t like
2801,Maison Albar Hotel Paris Op ra Diamond,7.1,Location is good very friendly and supportive staff The room windows are old and not sound proof uncomfortable due to street noise
2802,Grand Royale London Hyde Park,10.0,The hotel was well situated in a lovely part of London the room was clean and comfortable and the staff were friendly and helpful
2803,BEST WESTERN PLUS Amedia Wien,10.0,Everything was good There was not breakfast
2804,Shangri La Hotel at The Shard London,9.2,Everything specially the staff magnificent facilities and breathtaking view Nothing really except the location its a little bit far
2805,Hotel Marconi,7.5,Kind staff and very good service
2806,Andaz London Liverpool Street,10.0,The check in facilities the structural building and the overall surrounding was exceptional
2807,DoubleTree by Hilton London Islington,7.9,The bed was comfy Not enough tea bags and some of the decor in the corridors could do with updating
2808,Radisson Blu Edwardian Grafton,9.6,The staff were extremely helpful on the day of check out I was unwell having already checked out I was given a room to rest until we were ready to leave Nothing was too much for them The room was a little dark but for...
2809,Thistle Kensington Gardens,7.9,Great location and modern room Rooms small
2810,Catalonia Magdalenes,9.6,Pool area with snacks was a great place to hang out Limited selection of beverages from the pool bar
